1.618630044351470005e-03,1.651761954224617579e-03,1.681464912170080490e-03,1.708308858512524054e-03,1.732732798065130539e-03,1.755093844706900885e-03,1.775655643196997081e-03,1.794654392025525017e-03,1.812271628429800233e-03,1.828675856018487089e-03,1.843998917661670948e-03,1.858363591462894749e-03,1.871870413964278959e-03,1.884603125962234886e-03,1.896635614727050327e-03,1.908040901881325867e-03,1.918869160091551691e-03,1.929179369406992459e-03,1.939010620161433184e-03,1.948403290525487375e-03,1.957396417994489417e-03
1.565408349590159676e-03,1.596266944739116629e-03,1.623835351007302339e-03,1.648664752338815584e-03,1.671179291721914487e-03,1.691724079517266171e-03,1.710553026503018170e-03,1.727893476825864260e-03,1.743920233038237511e-03,1.758795528053035389e-03,1.772645932306360795e-03,1.785589709949787513e-03,1.797723070437917854e-03,1.809126510486703567e-03,1.819870679528702313e-03,1.830025542491234974e-03,1.839639009869454330e-03,1.848767632476579215e-03,1.857448488645442944e-03,1.865720207910446637e-03,1.873620060033116819e-03
1.532769587206753723e-03,1.562062653214717038e-03,1.588156026078860281e-03,1.611591600450389388e-03,1.632785669338743815e-03,1.652076852330045019e-03,1.669713080825317112e-03,1.685916933669510606e-03,1.700858333244562124e-03,1.714696009430299786e-03,1.727552645038003733e-03,1.739543663467115094e-03,1.750762403764640537e-03,1.761286690238474378e-03,1.771185041785168415e-03,1.780525314329466785e-03,1.789353341729361859e-03,1.797724066579821194e-03,1.805673036074822210e-03,1.813237477998933499e-03,1.820453240293058977e-03
1.547346837738989948e-03,1.577114263758699463e-03,1.603660523621941404e-03,1.627530071396690505e-03,1.649141321959297999e-03,1.668834443533548546e-03,1.686858857717949464e-03,1.703438468303630510e-03,1.718744515254560720e-03,1.732936751136371009e-03,1.746138563341341401e-03,1.758466046493012327e-03,1.770013607516402170e-03,1.780859265961973453e-03,1.791072125414895373e-03,1.800720590332113499e-03,1.809850961255515724e-03,1.818518268843813835e-03,1.826758710275983369e-03,1.834609710713992498e-03,1.842107420098589108e-03
1.538479981128004076e-03,1.567507428609555284e-03,1.593344440008472376e-03,1.616533012226535398e-03,1.637489682263825515e-03,1.656552911327978730e-03,1.673970288467289871e-03,1.689964449905578901e-03,1.704705406538792583e-03,1.718351607374732012e-03,1.731025647892884493e-03,1.742842506401317236e-03,1.753895702329083886e-03,1.764262822383142436e-03,1.774011849022770742e-03,1.783210597552246316e-03,1.791905014794918649e-03,1.800149026617779615e-03,1.807978590056321094e-03,1.815430363497471094e-03,1.822540195078624359e-03
1.510172684460292861e-03,1.538242857397299204e-03,1.563185149780434505e-03,1.585533413332576146e-03,1.605697518930156338e-03,1.624010247645489352e-03,1.640714826136584637e-03,1.656030013143252721e-03,1.670122665783547664e-03,1.683148402353716946e-03,1.695227388759068879e-03,1.706472474461733467e-03,1.716975306757987860e-03,1.726812004336230905e-03,1.736048925749106298e-03,1.744752753638807632e-03,1.752968266448321454e-03,1.760748305658818482e-03,1.768127975708321843e-03,1.775142941638628135e-03,1.781828373168886474e-03
1.484335941034325805e-03,1.511513788314277490e-03,1.535626095726140127e-03,1.557197524371228478e-03,1.576630449672828576e-03,1.594251891112708234e-03,1.610300575470552994e-03,1.624991455795730261e-03,1.638488159722173865e-03,1.650943468427725630e-03,1.662475225963936862e-03,1.673194271901668959e-03,1.683190371137343721e-03,1.692538117803439688e-03,1.701302573670509556e-03,1.709549085818203983e-03,1.717321259423671299e-03,1.724671026284735342e-03,1.731632746916581412e-03,1.738241088478163342e-03,1.744530693623635303e-03
1.526674028420341167e-03,1.555785494950006178e-03,1.581713571664722720e-03,1.604996166406303260e-03,1.626046680467367481e-03,1.645201288761122000e-03,1.662706507989576308e-03,1.678784038642447320e-03,1.693603255122977554e-03,1.707322026256390124e-03,1.720062390224808696e-03,1.731939419049242836e-03,1.743046066231505788e-03,1.753460223554694809e-03,1.763249859972213385e-03,1.772482693556033054e-03,1.781204740736545659e-03,1.789469910239975970e-03,1.797314620580453288e-03,1.804775225386141824e-03,1.811887861539325430e-03
1.508104001755136529e-03,1.536506345882097902e-03,1.561752744848807868e-03,1.584377745682789482e-03,1.604792105996946964e-03,1.623330050057152302e-03,1.640236501882859702e-03,1.655731752881895846e-03,1.669983904631764781e-03,1.683150067825018182e-03,1.695350978988581590e-03,1.706700995787495661e-03,1.717292516807442364e-03,1.727202649640030303e-03,1.736498934728868907e-03,1.745248272084260963e-03,1.753496276362591453e-03,1.761296702102128908e-03,1.768685209910911878e-03,1.775697883645079109e-03,1.782370401613327365e-03
1.522764516490543061e-03,1.552268132377689416e-03,1.578567318477370465e-03,1.602200322964552909e-03,1.623581326090764226e-03,1.643047427082658428e-03,1.660845670632697581e-03,1.677198642979871573e-03,1.692276646940971217e-03,1.706238206759113415e-03,1.719205972108673632e-03,1.731295754529409321e-03,1.742601364808247719e-03,1.753201235986079874e-03,1.763164132202625373e-03,1.772558061065683793e-03,1.781429794111966027e-03,1.789833849425702741e-03,1.797806917498287298e-03,1.805385847878093752e-03,1.812607098042247865e-03
